City,State Abbreviation,total_listings
Seabeck,WA,11
Seabrook,NH,22
Seabrook,SC,5
Seabrook,TX,13
Seaford,DE,15
Seaford,VA,1
Seagoville,TX,5
Seal Cove,ME,2
Seal Harbor,ME,1
Seal Rock,OR,7
Sealevel,NC,1
Searcy,AR,8
Searsmont,ME,3
Searsport,ME,4
Seaside,OR,43
Seaside Heights,NJ,73
Seaside Park,NJ,20
Seatac,WA,44
Seaview,WA,6
Sebago,ME,6
Sebastian,FL,64
Sebastopol,CA,100
Sebec,ME,2
Sebring,FL,96
Secaucus,NJ,5
Sedalia,CO,1
Sedalia,MO,6
Sedgwick,ME,1
Sedona,AZ,68
Sedro Woolley,WA,23
Seekonk,MA,8
Seffner,FL,15
Seguin,TX,22
Selah,WA,5
Selbyville,DE,7
Selden,NY,7
Seligman,AZ,1
Selinsgrove,PA,9
Selkirk,NY,3
Sellersburg,IN,6
Selma,AL,3
Selma,CA,1
Selma,NC,5
Selma,TX,2
Selmer,TN,3
Seminary,MS,1
Seminole,FL,63
Semmes,AL,1
Semora,NC,1
Seneca,KS,2
Seneca,OR,1
Seneca,PA,1
Seneca,SC,37
Seneca Falls,NY,4
Senoia,GA,6
Sequim,WA,60
Sergeant Bluff,IA,2
Seven Hills,OH,4
Seven Valleys,PA,1
Severance,CO,4
Severn,MD,19
Severna Park,MD,10
Sevierville,TN,48
Seward,AK,17
Seward,NE,1
Sewell,NJ,4
Sewickley,PA,7
Seymour,CT,2
Seymour,IN,2
Seymour,TN,11
Seymour,TX,1
Shacklefords,VA,1
Shady Cove,OR,5
Shady Side,MD,2
Shafer,MN,1
Shafter,CA,11
Shaftsbury,VT,7
Shaker Heights,OH,30
Shakopee,MN,11
Shalimar,FL,7
Shallotte,NC,8
Shallowater,TX,1
Shamokin,PA,2
Shandaken,NY,1
Shandon,CA,1
Shannon,IL,1
Shapleigh,ME,6
Sharon,CT,1
Sharon,MA,4
Sharon,PA,3
Sharon,VT,4
Sharon Hill,PA,5
Sharon Springs,NY,2
Sharonville,OH,4
Sharpsburg,GA,11
Sharpsburg,MD,1
Sharpsville,PA,2
Shasta,CA,2
Shasta Lake,CA,19
Shattuck,OK,1
Shaver Lake,CA,5
Shawano,WI,12
Shawnee,KS,22
Shawnee,OK,4
Shawnee Mission,KS,1
Shawsville,VA,2
Sheboygan,WI,47
Sheboygan Falls,WI,5
Shedd,OR,1
Sheffield,AL,5
Sheffield,MA,2
Sheffield,VT,1
Sheffield Lake,OH,2
Shelburne,VT,23
Shelburne Falls,MA,1
Shelby,NC,8
Shelby,OH,1
Shelby Township,MI,6
Shelbyville,IL,4
Shelbyville,IN,1
Shelbyville,KY,9
Shelbyville,MI,3
Shelbyville,TN,3
Sheldon,VT,3
Sheldon,WI,2
Shell Beach,CA,12
Shell Lake,WI,3
Shelley,ID,3
Shelter Island,NY,1
Shelter Island Heights,NY,1
Shelton,CT,18
Shelton,WA,48
Shenandoah,TX,2
Shenandoah,VA,3
Shepherd,MI,1
Shepherd,MT,2
Shepherdstown,WV,7
Shepherdsville,KY,6
Sherborn,MA,1
Sheridan,IN,3
Sheridan,MT,3
Sheridan,OR,3
Sheridan,WY,18
Sherman,CT,1
Sherman,IL,1
Sherman,TX,13
Sherman Oaks,CA,93
Sherrill,NY,2
Sherrills Ford,NC,8
Sherwood,AR,28
Sherwood,OR,12
Sherwood,WI,2
Shiloh,IL,3
Shingle Springs,CA,6
Shingletown,CA,1
Shinnston,WV,1
Shipman,VA,1
Shippensburg,PA,2
Shiprock,NM,4
Shipshewana,IN,1
Shirley,AR,1
Shirley,MA,2
Shirley,NY,7
Shively,KY,1
Shoemakersville,PA,1
Shokan,NY,1
Shoreacres,TX,2
Shoreham,NY,2
Shoreham,VT,2
Shoreline,WA,92
Shoreview,MN,4
Shorewood,IL,5
Shorewood,WI,5
Short Hills,NJ,1
Shortsville,NY,2
Show Low,AZ,52
Shreveport,LA,141
Shrewsbury,MA,17
Shrewsbury,PA,1
Shushan,NY,1
Sicklerville,NJ,4
Sidney,ME,1
Sidney,MT,4
Sidney,NE,11
Sidney,OH,1
Sidney,TX,1
Sienna,TX,2
Sierra City,CA,2
Sierra Madre,CA,9
Sierra Vista,AZ,25
Sierraville,CA,2
Siesta Key,FL,11
Signal Hill,CA,22
Signal Mountain,TN,8
Sikeston,MO,7
Siler City,NC,5
Siletz,OR,3
Siloam Springs,AR,4
Silt,CO,7
Silver Bay,MN,2
Silver City,NM,24
Silver Creek,GA,3
Silver Creek,WA,2
Silver Lake,KS,1
Silver Lake,OH,1
Silver Plume,CO,1
Silver Point,TN,1
Silver Spring,MD,169
Silver Springs,FL,6
Silver Springs,NV,1
Silver Star,MT,1
Silverado,CA,1
Silverdale,WA,42
Silverhill,AL,1
Silverlake,WA,1
Silverthorne,CO,42
Silverton,ID,1
Silverton,OR,27
Silvis,IL,5
Simi Valley,CA,59
Simpsonville,SC,60
Simsbury,CT,6
Sioux City,IA,46
Sioux Falls,SD,254
Siren,WI,3
Sisseton,SD,4
Sister Bay,WI,3
Sisters,OR,10
Sitka,AK,14
Six Mile,SC,5
Sixes,OR,1
Skaneateles,NY,10
Skiatook,OK,1
Skipwith,VA,1
Skokie,IL,16
Skowhegan,ME,10
Skull Valley,AZ,1
Slater,SC,1
Slatington,PA,5
Sleepy Eye,MN,1
Slidell,LA,43
Slingerlands,NY,1
Sloan,IA,1
Slocomb,AL,1
Smallwood,NY,1
Smethport,PA,1
Smith River,CA,10
Smithfield,ME,2
Smithfield,NC,15
Smithfield,RI,3
Smithfield,VA,7
Smiths Station,AL,1
Smithsburg,MD,2
Smithtown,NY,9
Smithville,GA,1
Smithville,MO,18
Smithville,TN,6
Smithville,TX,5
Smoke Rise,GA,1
Smyrna,DE,14
Smyrna,GA,115
Smyrna,TN,27
Sneads,FL,1
Sneads Ferry,NC,22
Snellville,GA,88
Snohomish,WA,86
Snoqualmie,WA,6
Snoqualmie Pass,WA,1
Snow Camp,NC,2
Snow Hill,NC,6
Snow Shoe,PA,1
Snowflake,AZ,2
Snowmass Village,CO,2
Snowshoe,WV,1
Snyder,TX,1
Soap Lake,WA,6
Social Circle,GA,4
Society Hill,SC,1
Socorro,NM,1
Sod,WV,1
Soda Springs,CA,1
Soda Springs,ID,1
Soddy Daisy,TN,10
Sodus Point,NY,7
Solana Beach,CA,32
Soldotna,AK,103
Soledad,CA,5
Solomon,KS,1
Solomons,MD,5
Solon,IA,2
Solon,OH,3
Solon Springs,WI,2
Solvang,CA,12
Somerdale,NJ,1
Somers,CT,2
Somers,MT,14
Somers,WI,1
Somers Point,NJ,4
Somerset,CA,4
Somerset,KY,14
Somerset,MA,7
Somerset,NJ,24
Somerset,PA,3
Somersworth,NH,12
Somerton,AZ,2
Somerville,AL,1
Somerville,ME,1
Somerville,NJ,4
Somerville,TN,1
Somerville,TX,1
Somis,CA,6
Sonoita,AZ,2
Sonoma,CA,85
Sonora,CA,77
Soquel,CA,39
Sorrento,FL,6
Sorrento,LA,1
Sorrento,ME,1
Souderton,PA,2
Soulsbyville,CA,3
Sound Beach,NY,6
South Amboy,NJ,7
South Barre,VT,1
South Beach,OR,7
South Beloit,IL,2
South Bend,IN,121
South Bend,WA,4
South Berwick,ME,13
South Bloomfield,OH,1
South Boston,MA,23
South Boston,VA,7
South Bound Brook,NJ,1
South Bristol,ME,1
South Burlington,VT,82
South Charleston,OH,1
South Charleston,WV,11
South Chatham,MA,1
South Chesterfield,VA,5
South China,ME,3
South Dartmouth,MA,5
South Daytona,FL,10
South Deerfield,MA,1
South Dennis,MA,9
South Easton,MA,5
South Egremont,MA,2
South El Monte,CA,1
South Elgin,IL,1
South Euclid,OH,32
South Fork,CO,3
South Fork,PA,2
South Freeport,ME,2
South Gate,CA,6
South Glastonbury,CT,2
South Glens Falls,NY,9
South Grafton,MA,2
South Hackensack,NJ,2
South Hadley,MA,11
South Hamilton,MA,2
South Hampton,NH,1
South Haven,MI,17
South Haven,MN,1
South Hempstead,NY,2
South Hero,VT,8
South Hill,VA,8
South Holland,IL,4
South Houston,TX,2
South Jordan,UT,60
South Kingstown,RI,14
South Lebanon,OH,1
South Lee,MA,1
South Londonderry,VT,2
South Lyme,CT,1
South Lyon,MI,7
South Miami,FL,1
South Milwaukee,WI,1
South Newbury,NH,1
South Newfane,VT,1
South Orange,NJ,4
South Ozone Park,NY,5
South Padre Island,TX,12
South Paris,ME,5
South Pasadena,CA,12
South Pasadena,FL,13
South Pittsburg,TN,1
South Plainfield,NJ,4
South Point,OH,3
South Portland,ME,106
South Range,MI,7
South Range,WI,1
South Richmond Hill,NY,1
South River,NJ,1
South Royalton,VT,4
South Saint Paul,MN,11
South Salem,NY,1
South Salt Lake,UT,27
South San Francisco,CA,54
South Sioux City,NE,2
South Strafford,VT,1
South Sutton,NH,1
South Thomaston,ME,7
South Wales,NY,2
South Wayne,WI,1
South West City,MO,1
South Weymouth,MA,7
South Windsor,CT,4
South Woodstock,VT,1
South Yarmouth,MA,47
Southampton,MA,3
Southampton,PA,3
Southaven,MS,19
Southborough,MA,2
Southbridge,MA,4
Southbury,CT,4
Southern Pines,NC,46
Southfield,MI,30
Southgate,KY,4
Southgate,MI,1
Southington,CT,7
Southlake,TX,3
Southport,CT,3
Southport,NC,33
Southwest Harbor,ME,6
Southwest Ranches,FL,5
Southwick,MA,5
Spanaway,WA,30
Spangle,WA,1
Spanish Fork,UT,9
Spanish Fort,AL,3
Spanish Springs,NV,10
Sparks,GA,1
Sparks,NV,109
Sparks Glencoe,MD,1
Sparrows Point,MD,10
Sparta,MI,2
Sparta,NC,4
Sparta,NJ,2
Sparta,TN,4
Sparta,WI,4
Spartanburg,SC,87
Spearfish,SD,19
Spencer,IA,3
Spencer,IN,2
Spencer,MA,7
Spencer,NC,5
Spencer,NE,1
Spencer,NY,2
Spencer,TN,1
Spencer,VA,1
Spencerport,NY,7
Spencerville,IN,1
Spencerville,MD,1
Sperry,OK,1
Spicer,MN,6
Spicewood,TX,17
Spirit Lake,IA,9
Spiro,OK,1
Splendora,TX,1
Spofford,NH,3
Spokane Valley,WA,82
Spooner,WI,4
Spotswood,NJ,1
Spotsylvania,VA,16
Spout Spring,VA,1
Spreckels,CA,3
Spring,TX,94
Spring Branch,TX,5
Spring City,TN,2
Spring Creek,NV,4
Spring Green,WI,1
Spring Grove,IL,1
Spring Grove,PA,2
Spring Grove,VA,1
Spring Hill,FL,75
Spring Hill,KS,3
Spring Hill,TN,24
Spring Hope,NC,2
Spring Lake,MI,22
Spring Lake,NC,5
Spring Lake,NJ,13
Spring Lake Park,MN,3
Spring Valley,CA,53
Spring Valley,MN,1
Spring Valley,NY,3
Spring Valley,OH,1
Springboro,OH,5
Springdale,AR,35
Springdale,MD,3
Springdale,UT,2
Springfield,AR,1
Springfield,GA,2
Springfield,IL,158
Springfield,KY,2
Springfield,LA,2
Springfield,MA,137
Springfield,NH,3
Springfield,NJ,4
Springfield,OH,17
Springfield,OR,124
Springfield,TN,6
Springfield,VA,52
Springfield,VT,7
Springfield Center,NY,1
Springfield Gardens,NY,32
Springtown,TX,1
Springvale,ME,1
Springville,AL,1
Springville,CA,6
Springville,NY,1
Springville,TN,2
Springville,UT,2
Springwater,NY,1
Spruce Head,ME,2
Spruce Pine,NC,6
St Louis,MO,400
St. Charles,MO,24
St. Joseph,MO,6
St. Louis Park,MN,10
St. Lucie,FL,4
St.Joseph,MO,1
StPete,FL,1
Staatsburg,NY,1
Stacy,MN,1
Stafford,CT,4
Stafford,KS,1
Stafford,TX,4
Stafford,VA,41
Stafford Springs,CT,1
Stamford,CT,64
Stamping Ground,KY,2
Stanardsville,VA,2
Stanchfield,MN,1
Standish,ME,9
Standish,MI,1
Stanfield,OR,1
Stanford,CA,3
Stanford,KY,4
Stanhope,NJ,3
Stanley,NC,3
Stanley,NY,1
Stanley,VA,1
Stanley,WI,2
Stanton,CA,10
Stanton,KY,1
Stanton,TX,1
Stantonsburg,NC,3
Stantonville,TN,1
Stanwood,MI,1
Stanwood,WA,35
Staples,MN,1
Staples,TX,4
Star,ID,15
Starbuck,MN,2
Starksboro,VT,1
Starkville,MS,6
Starr,SC,1
State College,PA,22
State Road,NC,1
Stateline,NV,22
Staten Island,NY,92
Statesboro,GA,9
Statesville,NC,23
Statham,GA,2
Staunton,VA,42
Stayton,OR,7
Steele,AL,1
Steep Falls,ME,3
Steilacoom,WA,13
Steinhatchee,FL,2
Stella,NC,1
Stem,NC,1
Stephens City,VA,10
Stephenson,VA,3
Stephentown,NY,3
Stephenville,TX,6
Sterling,AK,6
Sterling,CO,11
Sterling,IL,5
Sterling,KS,1
Sterling,MA,4
Sterling,VA,35
Sterling Heights,MI,13
Sterrett,AL,2
Steuben,ME,3
Steubenville,OH,4
Stevens,PA,1
Stevens Point,WI,16
Stevenson,MD,1
Stevenson,WA,7
Stevenson Ranch,CA,10
Stevensville,MD,6
Stevensville,MI,5
Stevensville,MT,13
Stewartstown,PA,1
Stewartville,MN,4
Stillwater,ME,2
Stillwater,MN,16
Stillwater,NY,1
Stillwater,OK,14
Stilwell,KS,2
Stinnett,TX,1
Stockbridge,GA,66
Stockbridge,MA,4
Stockbridge,MI,1
Stockbridge,VT,3
Stockholm,ME,1
Stockholm,NJ,1
Stockton,CA,299
Stockton,IL,1
Stockton,MO,1
Stockton Springs,ME,10
Stoddard,NH,1
Stokesdale,NC,1
Stone Lake,WI,1
Stone Mountain,GA,104
Stonecrest,GA,34
Stonefort,IL,2
Stoneham,MA,5
Stoneville,NC,2
Stonewall,TX,1
Stonington,CT,12
Stonington,ME,2
Stony Brook,NY,3
Stony Point,NC,4
Stony Point,NY,2
Storm Lake,IA,3
Story,WY,2
Stoughton,MA,16
Stoughton,WI,8
Stoutsville,MO,1
Stow,MA,1
Stow,OH,3
Stowe,VT,24
Stoystown,PA,1
Strafford,NH,2
Strasburg,CO,1
Strasburg,OH,1
Strasburg,PA,5
Strasburg,VA,4
Stratford,CT,35
Stratford,NJ,4
Stratford,OK,1
Stratford,WI,3
Stratham,NH,9
Strathmore,CA,1
Strattanville,PA,1
Strawberry Plains,TN,4
Streamwood,IL,5
Street,MD,1
Streetman,TX,1
Stroh,IN,2
Strong,ME,1
Strongsville,OH,6
Stroudsburg,PA,13
Struthers,OH,1
Stuart,FL,102
Stuart,IA,1
Stuart,VA,2
Stuarts Draft,VA,2
Studio City,CA,32
Stumpy Point,NC,1
Sturbridge,MA,4
Sturgeon Bay,WI,25
Sturgis,MI,3
Sturgis,SD,20
Sturtevant,WI,3
Sublimity,OR,1
Succasunna,NJ,2
Sudbury,MA,2
Sudbury,VT,1
Suffern,NY,2
Suffield,CT,3
Suffolk,VA,37
Sugar City,CO,1
Sugar City,ID,3
Sugar Grove,NC,1
Sugar Grove,VA,1
Sugar Hill,GA,7
Sugar Hill,NH,2
Sugar Land,TX,30
Sugarcreek,OH,4
Sugarloaf,CA,14
Sugarloaf,PA,1
Suisun City,CA,21
Suitland,MD,23
Sullivan,IL,2
Sullivan,ME,7
Sullivan,MO,1
Sullivan,NH,1
Sullivan,WI,2
Sullivans Island,SC,4
Sulphur,LA,4
Sulphur,OK,2
Sultan,WA,3
Sumerduck,VA,1
Sumiton,AL,1
Summerdale,AL,2
Summerfield,FL,14
Summerfield,NC,5
Summerland,CA,2
Summerland Key,FL,8
Summersville,WV,2
Summerton,SC,2
Summerville,GA,2
Summerville,SC,190
Summit,NJ,1
Summit Point,WV,1
Sumner,WA,14
Sumter,SC,39
Sumterville,FL,1
Sun City,AZ,84
Sun City,CA,2
Sun City,FL,1
Sun City Center,FL,11
Sun City West,AZ,33
Sun Prairie,WI,16
Sun Valley,CA,21
Sun Valley,ID,6
Sun Valley,NV,3
Sun lakes,AZ,12
Sunapee,NH,30
Sunbury,PA,10
Suncook,NH,1
Sundance,WY,1
Sunland,CA,6
Sunland Park,NM,2
Sunny Isles Beach,FL,17
Sunnyside,NY,3
Sunnyside,WA,8
Sunnyvale,TX,3
Sunol,CA,2
Sunrise,FL,38
Sunrise Beach,MO,10
Sunriver,OR,11
Sunset,LA,2
Sunset,SC,1
Sunset Beach,CA,9
Sunset Beach,NC,27
Superior,AZ,1
Superior,CO,12
Superior,MT,3
Superior,WI,14
Supply,NC,10
Suquamish,WA,4
Surf City,NC,31
Surfside,CA,2
Surfside,FL,3
Surfside Beach,SC,45
Surprise,AZ,244
Surry,ME,17
Surry,VA,1
Susanville,CA,10
Sussex,NJ,1
Sutherland,VA,3
Sutherlin,OR,7
Sutter Creek,CA,2
Sutton,AK,1
Sutton,MA,1
Suttons Bay,MI,9
Suwanee,GA,28
Swampscott,MA,24
Swan Valley,ID,1
Swannanoa,NC,30
Swansboro,NC,12
Swansea,IL,1
Swansea,MA,9
Swansea,SC,1
Swanton,MD,1
Swanton,VT,24
Swanville,ME,7
Swanzey,NH,6
Swarthmore,PA,1
Swartz Creek,MI,1
Swedesboro,NJ,1
Sweet Home,OR,3
Sweetwater,TN,13
Swisher,IA,2
Swissvale,PA,1
Swoope,VA,1
Swoyersville,PA,3
Sycamore,IL,3
Sykesville,MD,3
Sylacauga,AL,1
Sylmar,CA,30
Sylva,NC,16
Sylvan Beach,NY,5
Sylvania,OH,2
Symsonia,KY,5
Syracuse,IN,14
Syracuse,NY,284
Syracuse,UT,5
Taberg,NY,1
Tabernash,CO,1
Tabor,SD,1
Tabor City,NC,1
Tacoma,WA,909
Taft,CA,1
Taftsville,VT,2
Tahlequah,OK,26
Tahoe City,CA,5
Tahoe Vista,CA,3
Tahoka,TX,1
Tahoma,CA,3
Tahuya,WA,2
Takoma Park,MD,23
Talbott,TN,2
Talcott,WV,1
Talent,OR,40
Talihina,OK,1
Tall Timbers,MD,2
Talladega,AL,3
Tallahassee,FL,335
Tallassee,TN,3
Tallmadge,OH,3
Tallulah Falls,GA,2
Tamaqua,PA,1
Tamarac,FL,28
Tamiment,PA,1
Tamms,IL,2
Tampa,FL,939
Tamworth,NH,4
Taneytown,MD,1
Tangent,OR,3
Tannersville,NY,1
Tannersville,PA,16
Tappahannock,VA,3
Tarboro,NC,13
Tarentum,PA,1
Tarpon Springs,FL,56
Tarrytown,GA,1
Tarrytown,NY,5
Tarzana,CA,48
Taunton,MA,22
Tavares,FL,20
Tavernier,FL,13
Taylor,AZ,2
Taylor,MI,8
Taylor,TX,9
Taylor Mill,KY,4
Taylors,SC,37
Taylors Falls,MN,1
Taylorsville,CA,1
Taylorsville,KY,4
Taylorsville,NC,5
Taylorsville,UT,21
Taylorville,IL,4
Tazewell,TN,1
Tazewell,VA,1
Tea,SD,1
Teaneck,NJ,21
Teays,WV,1
Tecumseh,MI,1
Tehachapi,CA,21
Telford,PA,1
Telford,TN,2
Tell City,IN,1
Telluride,CO,2
Temecula,CA,167
Temescal Valley,CA,1
Tempe,AZ,294
Temple,GA,1
Temple,NH,5
Temple,TX,137
Temple City,CA,7
Temple Hills,MD,30
Temple Terrace,FL,27
Templeton,CA,37
Ten Mile,TN,1
Tenants Harbor,ME,2
Tenino,WA,9
Tennessee Ridge,TN,1
Tequesta,FL,5
Terra Alta,WV,7
Terra Ceia,FL,1
Terre Haute,IN,73
Terrebonne,OR,10
Terrell,NC,1
Terrell,TX,2
Terry,MS,1
Terry,MT,1
Terrytown,LA,2
Terryville,CT,2
Tesuque,NM,1
Tetonia,ID,4
Teutopolis,IL,2
Tewksbury,MA,8
Texarkana,AR,12
Texarkana,TX,22
Texas City,TX,13
Thackerville,OK,1
Thayne,WY,3
The Colony,TX,33
The Dalles,OR,27
The Plains,VA,4
The Villages,FL,94
The Woodlands,TX,34
Theresa,NY,1
Thermal,CA,1
Thermopolis,WY,4
Thetford,VT,3
Thetford Center,VT,3
Thibodaux,LA,6
Thief River Falls,MN,1
Thiensville,WI,3
Third Lake,IL,2
Thomaston,CT,2
Thomaston,GA,3
Thomaston,ME,6
Thomasville,GA,38
Thomasville,NC,17
Thompson,CT,3
Thompson Falls,MT,1
Thompsons Station,TN,7
Thompsonville,MI,1
Thomson,GA,2
Thonotosassa,FL,4
Thornton,CA,1
Thornton,CO,112
Thornton,NH,6
Thornville,OH,7
Thornwood,NY,1
Thorofare,NJ,1
Thousand Oaks,CA,77
Thousand Palms,CA,13
Three Forks,MT,1
Three Lakes,WI,3
Three Oaks,MI,3
Three Rivers,MI,1
Thurmont,MD,1
Tiburon,CA,6
Tickfaw,LA,4
Ticonderoga,NY,5
Tidewater,OR,2
Tierra Verde,FL,3
Tiffin,IA,19
Tifton,GA,7
Tigard,OR,48
Tijeras,NM,5
Tillamook,OR,15
Tillson,NY,2
Tilton,NH,13
Timberlake,NC,2
Timberville,VA,1
Timmonsville,SC,2
Timnath,CO,15
Timonium,MD,2
Tinley Park,IL,4
Tinton Falls,NJ,2
Tioga,PA,1
Tipp City,OH,2
Tipton,IN,1
Titusville,FL,48
Titusville,NJ,1
Titusville,PA,1
Tiverton,RI,11
Tivoli,NY,2
Toano,VA,4
Tobaccoville,NC,1
Tobyhanna,PA,34
Toccoa,GA,6
Todd,NC,1
Toddville,IA,1
Tolar,TX,1
Toledo,OH,163
Toledo,OR,3
Tolland,CT,1
Tolleson,AZ,19
Tollhouse,CA,1
Toluca Lake,CA,12
Tomah,WI,7
Tomahawk,WI,12
Tomball,TX,29
Tombstone,AZ,2
Tomkins Cove,NY,1
Toms River,NJ,25
Tonasket,WA,5
Tonawanda,NY,11
Toney,AL,1
Tonopah,AZ,1
Tontitown,AR,2
Tooele,UT,3
Topanga,CA,16
Topeka,KS,57
Toppenish,WA,1
Topping,VA,1
Topsfield,MA,2
Topsham,ME,14
Topsham,VT,1
Toquerville,UT,1
Tornado,WV,2
Toronto,KS,1
Torrington,CT,17
Torrington,WY,2
Totowa,NJ,2
Towanda,PA,1
Tower,MN,1
Town Creek,AL,1
Townsend,DE,3
Townsend,GA,2
Townsend,MA,3
Townsend,MT,11
Townsend,TN,1
Townshend,VT,2
Township Of Washington,NJ,1
Towson,MD,17
Trabuco Canyon,CA,7
Tracy,CA,56
Tracys Landing,MD,1
Trafford,PA,1
Trail,OR,1
Traphill,NC,1
Trappe,MD,4
Travelers Rest,SC,21
Traverse City,MI,245
Treasure Island,FL,39
Tremont,IL,1
Tremonton,UT,1
Trempealeau,WI,3
Trenton,FL,4
Trenton,GA,3
Trenton,ME,1
Trenton,MI,2
Trenton,MO,1
Trenton,NC,4
Trenton,NJ,14
Trenton,TN,3
Triangle,VA,7
Trinidad,CA,10
Trinidad,CO,7
Trinidad,TX,1
Trinity,NC,2
Trinity,TX,2
Tripler Army Medical Center,HI,1
Trophy Club,TX,4
Trotwood,OH,1
Troup,TX,1
Trout Creek,MT,1
Troutdale,OR,12
Troutman,NC,6
Troutville,VA,3
Troy,AL,3
Troy,MI,17
Troy,MO,2
Troy,MT,1
Troy,NC,2
Troy,NH,1
Troy,NY,56
Troy,OH,7
Troy,PA,1
Troy,SC,1
Troy,TX,2
Troy,VA,8
Trumansburg,NY,4
Trumbull,CT,15
Truro,MA,1
Trussville,AL,7
Truth Or Consequences,NM,16
Tryon,NC,9
Tualatin,OR,19
Tubac,AZ,6
Tuckahoe,NY,6
Tucker,GA,54
Tuckerton,NJ,5
Tujunga,CA,12
Tukwila,WA,22
Tulalip,WA,3
Tulare,CA,45
Tularosa,NM,1
Tullahoma,TN,10
Tully,NY,4
Tumwater,WA,27
Tunnel Hill,GA,1
Tuolumne,CA,3
Tupelo,MS,25
Tupper Lake,NY,1
Turbotville,PA,1
Turin,NY,2
Turlock,CA,77
Turner,ME,5
Turner,OR,4
Turners Falls,MA,5
Turtle Creek,PA,4
Tuscaloosa,AL,64
Tuscola,TX,2
Tuscumbia,AL,3
Tuskahoma,OK,1
Tustin,CA,28
Twain Harte,CA,13
Twin Bridges,MT,1
Twin City,GA,3
Twin Falls,ID,121
Twin Lake,MI,8
Twin Lakes,CO,1
Twin Lakes,WI,6
Twin Mountain,NH,3
Twin Peaks,CA,6
Twinsburg,OH,2
Two Harbors,MN,12
Two Rivers,WI,11
Tybee Island,GA,34
Tyler,TX,119
Tyngsboro,MA,2
Tyringham,MA,1
Tyrone,GA,9
Tyrone,NM,1
Tysons Corner,VA,5
Uhrichsville,OH,1
Ukiah,CA,51
Ulster,PA,1
Ulster Park,NY,5
Umatilla,FL,5
Umatilla,OR,7
Umpqua,OR,1
Unadilla,NY,1
Unalaska,AK,1
Underhill,VT,3
Underhill Center,VT,1
Underwood,MN,2
Underwood,ND,1
Underwood,WA,2
Unicoi,TN,5
Union,IL,1
Union,KY,5
Union,ME,4
Union,MO,1
Union,NJ,23
Union,OR,3
Union,SC,1
Union,WA,6
Union Bridge,MD,1
Union Church,MS,1
Union City,CA,28
Union City,GA,19
Union City,MI,2
Union City,NJ,24
Union City,OK,1
Union City,PA,1
Union Dale,PA,2
Union Grove,WI,2
Union Hall,VA,1
Union Mills,NC,2
Union Pier,MI,2
Uniondale,NY,5
Uniontown,OH,2
Uniontown,PA,3
Uniontown,WA,1
Unionville,CT,1
Unionville,IN,1
Unionville,VA,1
Unity,ME,3
Universal City,TX,19
University City,MO,23
University Heights,IA,1
University Heights,OH,10
University Place,WA,54
Upatoi,GA,3
Upland,CA,35
Upland,IN,2
Upper Arlington,OH,2
Upper Black Eddy,PA,1
Upper Darby,PA,7
Upper Jay,NY,2
Upper Lake,CA,4
Upper Marlboro,MD,103
Upperco,MD,6
Upperville,VA,1
Upson,WI,1
Upton,MA,2
Urbana,IL,35
Urbana,OH,3
Urbandale,IA,19
Utica,IL,5
Utica,KY,1
Utica,MI,2
Utica,NY,62
Uvalde,TX,3
Uxbridge,MA,3
Vacaville,CA,100
Vacherie,LA,2
Vadnais Heights,MN,2
Vail,AZ,15
Valatie,NY,2
Valdese,NC,3
Valdez,AK,1
Valdosta,GA,57
Vale,NC,1
Vale,SD,1
Valencia,CA,32
Valencia,PA,1
Valentine,NE,4
Valhalla,NY,4
Vallecito,CA,2
Vallejo,CA,182
Valley,AL,1
Valley,NE,5
Valley,WA,1
Valley Center,CA,16
Valley City,ND,2
Valley Cottage,NY,3
Valley Glen,CA,14
Valley Lee,MD,1
Valley Mills,TX,1
Valley Park,MO,4
Valley Springs,CA,10
Valley Stream,NY,24
Valley Village,CA,33
Valleyford,WA,1
Valparaiso,FL,4
Valparaiso,IN,13
Valrico,FL,34
Van Alstyne,TX,1
Van Buren,AR,3
Van Buren,ME,1
Van Etten,NY,2
Van Hornesville,NY,1
Van Meter,IA,2
Van Nuys,CA,65
Van Wert,OH,2
Vanceboro,NC,1
Vancleave,MS,3
Vandalia,IL,2
Vandalia,OH,6
Vandergrift,PA,1
Vanderwagen,NM,4
Vashon,WA,2
Vass,NC,8
Vassalboro,ME,7
Vassar,MI,1
Vaughn,WA,4
Vauxhall,NJ,3
Veneta,OR,8
Venice,CA,92
Venice,FL,191
Ventnor City,NJ,19
Ventress,LA,1
Ventura,CA,267
Ventura,IA,1
Venus,TX,2
Veradale,WA,1
Verdi,NV,6
Vergennes,VT,7
Vermilion,OH,7
Vermillion,SD,1
Vermontville,NY,1
Vernal,UT,8
Vernalis,CA,1
Vernon,NJ,3
Vernon,VT,4
Vernon Hills,IL,1
Vernon Rockville,CT,4
Vero Beach,FL,175
Verona,MS,2
Verona,NJ,4
Verona,PA,6
Verona,VA,2
Verona,WI,7
Verona Beach,NY,1
Verplanck,NY,2
Versailles,KY,13
Vershire,VT,1
Vestal,NY,16
Vestavia Hills,AL,9
Vesuvius,VA,1
Veyo,UT,1
Vian,OK,2
Vickery,OH,1
Vicksburg,MI,1
Vicksburg,MS,5
Victor,ID,7
Victor,MT,5
Victor,NY,3
Victoria,MN,1
Victoria,TX,14
Victorville,CA,102
Vidalia,GA,3
Vidalia,LA,1
Vienna,VA,27
Vienna,WV,11
